;ano;mes;seguradora;vendedor;tot_apolices;venda;tot_venda;month_name
1148;2020;5;55;12;1;-1560,195;-1560,195;May
1149;2020;5;44;12;4;1396,72;5586,88;May
1150;2020;6;72;9;8;2515,305;20122,44;June
1151;2020;6;79;19;1;506,455;506,455;June
1152;2020;6;35;27;1;50,0;50,0;June
1153;2020;6;72;43;2;3470,86;6941,72;June
1154;2020;6;75;27;2;183,035;366,07;June
1155;2020;6;31;57;7;7259,79;50818,53;June
1156;2020;6;21;17;3;10117,84;30353,52;June
1157;2020;6;13;18;1;130,235;130,235;June
1158;2020;6;6;12;21;997,545;20948,445;June
1159;2020;6;72;57;6;9042,19;54253,14;June
1160;2020;6;66;14;1;120,915;120,915;June
1161;2020;6;72;13;4;4151,53;16606,12;June
1162;2020;6;6;22;1;112,5;112,5;June
1163;2020;6;31;38;1;109,965;109,965;June
1164;2020;6;75;37;1;120,96;120,96;June
1165;2020;6;72;19;3;619,67;1859,0099999999998;June
1166;2020;6;42;19;1;1033,605;1033,605;June
1167;2020;6;64;27;5;50,0;250,0;June
1168;2020;6;31;13;1;2692,645;2692,645;June
1169;2020;6;72;38;13;1590,595;20677,735;June
1170;2020;6;21;16;2;127,945;255,89;June
1171;2020;6;31;18;1;163,545;163,545;June
1172;2020;6;64;18;1;234,24;234,24;June
1173;2020;6;66;13;3;541,64;1624,92;June
1174;2020;6;31;35;2;170,1;340,2;June
1175;2020;6;66;17;3;754,3;2262,8999999999996;June
1176;2020;6;44;38;2;71,375;142,75;June
1177;2020;6;6;26;2;162,5;325,0;June
1178;2020;6;72;42;1;213,505;213,505;June
1179;2020;6;23;57;1;92,805;92,805;June
1180;2020;6;31;9;2;-987,585;-1975,17;June
1181;2020;6;38;26;1;144,47;144,47;June
1182;2020;6;72;35;10;422,815;4228,15;June
1183;2020;6;55;20;9;39846,89;358622,01;June
1184;2020;6;31;39;1;251,505;251,505;June
1185;2020;6;44;16;7;315,62;2209,34;June
1186;2020;6;31;42;1;593,83;593,83;June
1187;2020;6;72;12;11;1235,6;13591,599999999999;June
1188;2020;6;21;25;1;50,0;50,0;June
1189;2020;6;66;20;10;826,59;8265,9;June
1190;2020;6;68;27;3;50,03;150,09;June
1191;2020;6;55;17;1;1133,135;1133,135;June
1192;2020;6;72;59;1;145,7;145,7;June
1193;2020;6;24;27;1;125,925;125,925;June
1194;2020;6;75;22;5;461,125;2305,625;June
1195;2020;6;72;52;2;2560,19;5120,38;June
1196;2020;6;31;12;1;269,12;269,12;June
1197;2020;6;72;39;1;62,35;62,35;June
1198;2020;6;6;25;3;169,85;509,54999999999995;June
1199;2020;6;66;18;4;78,795;315,18;June
1200;2020;6;44;27;1;59,5;59,5;June
1201;2020;6;21;2;1;48,04;48,04;June
1202;2020;6;6;16;4;206,935;827,74;June
1203;2020;6;66;38;3;334,375;1003,125;June
1204;2020;6;55;19;2;2695,535;5391,07;June
1205;2020;6;24;25;1;50,0;50,0;June
1206;2020;6;78;25;1;50,0;50,0;June
1207;2020;6;44;2;1;98,29;98,29;June
1208;2020;6;66;19;7;541,59;3791,13;June
1209;2020;6;41;11;4;1954,235;7816,94;June
1210;2020;6;44;20;1;562,945;562,945;June
1211;2020;6;66;57;8;738,67;5909,36;June
1212;2020;6;6;37;5;50,0;250,0;June
1213;2020;6;66;16;12;823,485;9881,82;June
1214;2020;6;72;14;3;999,07;2997,21;June
1215;2020;6;44;42;1;59,5;59,5;June
1216;2020;6;6;2;1;504,185;504,185;June
1217;2020;6;55;38;1;618,52;618,52;June
1218;2020;6;72;44;1;1853,395;1853,395;June
1219;2020;6;55;9;1;278,615;278,615;June
1220;2020;6;23;16;1;232,52;232,52;June
1221;2020;6;66;39;1;71,325;71,325;June
1222;2020;6;72;20;8;5526,51;44212,08;June
1223;2020;6;4;16;1;2825,015;2825,015;June
1224;2020;6;55;35;1;145,38;145,38;June
1225;2020;6;31;16;6;5610,91;33665,46;June
1226;2020;6;62;22;3;95,5;286,5;June
1227;2020;6;44;12;5;2419,175;12095,875;June
1228;2020;6;31;20;9;14617,75;131559,75;June
1229;2020;6;31;2;1;1026,23;1026,23;June
1230;2020;6;72;16;12;2614,34;31372,08;June
1231;2020;6;66;35;5;235,85;1179,25;June
1232;2020;6;44;19;2;115,965;231,93;June
1233;2020;6;21;9;2;1398,51;2797,02;June
1234;2020;6;44;9;2;123,22;246,44;June
1235;2020;6;31;17;2;97,505;195,01;June
1236;2020;6;75;25;1;87,48;87,48;June
1237;2020;6;66;9;5;188,505;942,525;June
1238;2020;6;72;2;7;2250,24;15751,679999999998;June
1239;2020;6;79;17;1;33,86;33,86;June
1240;2020;6;66;42;1;72,36;72,36;June
1241;2020;6;72;17;2;522,83;1045,66;June
